mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_coef0,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2434.513696829478,483.0201870638971,0.8788866202036539,0.034029935104992755,1000.0,0.01,2,linear,"{'C': 1000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'linear'}",-1.76042344970982,-2.782656267819909,-3.640407006113952,-2.727828907881227,0.7684786150292306,37
2.0101396242777505,0.4408626658092517,1.1629308064778645,0.3373296214258041,1000.0,0.01,2,rbf,"{'C': 1000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'rbf'}",-0.6226271849422436,-0.34571270354968014,-1.8425395274020986,-0.9369598052980074,0.6502442527316538,28
1.7696417967478435,0.01697589013691142,0.38760677973429364,0.06324367050393753,1000.0,0.01,2,poly,"{'C': 1000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'poly'}",-0.6181912848068951,-0.35708958056867834,-1.8547182524084742,-0.9433330392613493,0.6532027658884328,36
2517.7345731258392,444.41887431516074,0.9332722028096517,0.0880564964634178,1000.0,0.01,3,linear,"{'C': 1000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'linear'}",-1.76042344970982,-2.782656267819909,-3.640407006113952,-2.727828907881227,0.7684786150292306,37
2.213207403818766,0.33850888552731134,1.1789439519246419,0.4272268305731509,1000.0,0.01,3,rbf,"{'C': 1000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'rbf'}",-0.6226271849422436,-0.34571270354968014,-1.8425395274020986,-0.9369598052980074,0.6502442527316538,28
2.605178197224935,0.03369141857108797,0.48570990562438965,0.022368197312648313,1000.0,0.01,3,poly,"{'C': 1000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'poly'}",-0.6128832444237144,-0.3471789789300494,-1.8399061517365924,-0.9333227916967854,0.6501639437870942,27
2580.4628516832986,527.9499406672312,0.9460790952046713,0.07392621520659295,1000.0,0.05,2,linear,"{'C': 1000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'linear'}",-1.76042344970982,-2.782656267819909,-3.640407006113952,-2.727828907881227,0.7684786150292306,37
2.3519821166992188,0.1604483425962169,1.0255935192108154,0.06727660652939332,1000.0,0.05,2,rbf,"{'C': 1000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'rbf'}",-0.6226271849422436,-0.34571270354968014,-1.8425395274020986,-0.9369598052980074,0.6502442527316538,28
2.288472334543864,0.13751909934421697,0.45180169741312665,0.03150915963213907,1000.0,0.05,2,poly,"{'C': 1000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'poly'}",-0.618062441488433,-0.35623998729142203,-1.853313860550019,-0.9425387631099581,0.6528252486784657,35
2500.5879685084024,511.3799787671059,0.9472039540608724,0.15356332037201995,1000.0,0.05,3,linear,"{'C': 1000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'linear'}",-1.76042344970982,-2.782656267819909,-3.640407006113952,-2.727828907881227,0.7684786150292306,37
2.171356678009033,0.1730577238272783,0.8473183314005533,0.020435820466488546,1000.0,0.05,3,rbf,"{'C': 1000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'rbf'}",-0.6226271849422436,-0.34571270354968014,-1.8425395274020986,-0.9369598052980074,0.6502442527316538,28
2.1841397285461426,0.06239225158255375,0.405637264251709,0.05332052898840692,1000.0,0.05,3,poly,"{'C': 1000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'poly'}",-0.6126607444269389,-0.34422603158833304,-1.8382570659693338,-0.9317146139948687,0.6503223363266829,26
2479.919515053431,504.3021183600147,0.8180476824442545,0.03211983639581186,1000.0,0.1,2,linear,"{'C': 1000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'linear'}",-1.76042344970982,-2.782656267819909,-3.640407006113952,-2.727828907881227,0.7684786150292306,37
2.217077891031901,0.08278732308222037,1.0583089192708333,0.14901442442672724,1000.0,0.1,2,rbf,"{'C': 1000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'rbf'}",-0.6226271849422436,-0.34571270354968014,-1.8425395274020986,-0.9369598052980074,0.6502442527316538,28
2.1581313610076904,0.04221317873847662,0.4818538824717204,0.0538709738346605,1000.0,0.1,2,poly,"{'C': 1000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'poly'}",-0.6178292532046615,-0.35522946237008285,-1.8522817314459203,-0.9417801490068882,0.6526865052762453,34
2536.45423634847,530.6756599192802,1.248623212178548,0.38222517944308765,1000.0,0.1,3,linear,"{'C': 1000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'linear'}",-1.76042344970982,-2.782656267819909,-3.640407006113952,-2.727828907881227,0.7684786150292306,37
2.386869748433431,0.3759299154002656,0.9318487644195557,0.04604466120745996,1000.0,0.1,3,rbf,"{'C': 1000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'rbf'}",-0.6226271849422436,-0.34571270354968014,-1.8425395274020986,-0.9369598052980074,0.6502442527316538,28
2.3363567193349204,0.16451276913860594,0.42747998237609863,0.04307605079568553,1000.0,0.1,3,poly,"{'C': 1000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'poly'}",-0.6135416964017696,-0.3423318737285313,-1.8339894009725908,-0.9299543237009639,0.6487671681385393,25
4559.932317892711,1628.1387942830431,1.3872116406758626,0.12442756915688162,10000.0,0.01,2,linear,"{'C': 10000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'linear'}",-190.133304041402,-172.89905665604644,-141.36614446339496,-168.13283505361446,20.192351928379843,43
8.568862994511923,0.7076795551683266,1.4289081891377766,0.5181787197446409,10000.0,0.01,2,rbf,"{'C': 10000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'rbf'}",-0.6177096834588405,-0.3122174458103828,-1.6894974210824638,-0.8731415167838957,0.5905698370659844,15
9.10342025756836,1.8885165709122287,0.504808266957601,0.04706449158515223,10000.0,0.01,2,poly,"{'C': 10000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'poly'}",-0.6037340406189428,-0.31829403686067304,-1.7321942028602395,-0.8847407601132851,0.6104653974109313,24
4490.060849905014,1623.9721713281024,1.1413362820943196,0.16155035455514416,10000.0,0.01,3,linear,"{'C': 10000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'linear'}",-190.133304041402,-172.89905665604644,-141.36614446339496,-168.13283505361446,20.192351928379843,43
8.5807413260142,0.41673906253921567,1.3097117741902669,0.16926167657482913,10000.0,0.01,3,rbf,"{'C': 10000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'rbf'}",-0.6177096834588405,-0.3122174458103828,-1.6894974210824638,-0.8731415167838957,0.5905698370659844,15
10.865251541137695,0.6006996535782224,0.4749134381612142,0.023123511948813992,10000.0,0.01,3,poly,"{'C': 10000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'poly'}",-0.6010397654038165,-0.31090548036022014,-1.7006757975059545,-0.870873681089997,0.5985945428784225,12
4460.583959976832,1640.9593905949762,1.2429479757944744,0.44297672715059266,10000.0,0.05,2,linear,"{'C': 10000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'linear'}",-190.133304041402,-172.89905665604644,-141.36614446339496,-168.13283505361446,20.192351928379843,43
9.186617851257324,0.39450569931787627,1.1273974577585857,0.11703789279264547,10000.0,0.05,2,rbf,"{'C': 10000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'rbf'}",-0.6177096834588405,-0.3122174458103828,-1.6894974210824638,-0.8731415167838957,0.5905698370659844,15
9.412647406260172,1.944983185921871,0.4611652692159017,0.03507848354747372,10000.0,0.05,2,poly,"{'C': 10000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'poly'}",-0.6037748621792799,-0.3157403964436243,-1.7313999157095752,-0.8836383914441598,0.6108822389962032,23
4465.516262849172,1644.5428278638954,1.0424247582753499,0.137529917648208,10000.0,0.05,3,linear,"{'C': 10000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'linear'}",-190.133304041402,-172.89905665604644,-141.36614446339496,-168.13283505361446,20.192351928379843,43
8.75597620010376,0.4287584497257,1.228801170984904,0.14487094980337753,10000.0,0.05,3,rbf,"{'C': 10000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'rbf'}",-0.6177096834588405,-0.3122174458103828,-1.6894974210824638,-0.8731415167838957,0.5905698370659844,15
9.02879540125529,0.9770989102832718,0.49281978607177734,0.12757485432733665,10000.0,0.05,3,poly,"{'C': 10000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'poly'}",-0.6028733904988902,-0.30696446519483966,-1.6902812877134499,-0.8667063811357266,0.5947533063251401,11
4460.343931833903,1639.3184713175833,1.3263185024261475,0.1772166908469269,10000.0,0.1,2,linear,"{'C': 10000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'linear'}",-190.133304041402,-172.89905665604644,-141.36614446339496,-168.13283505361446,20.192351928379843,43
8.192704757054647,0.36829837292491396,1.4476207892100017,0.6056536194490252,10000.0,0.1,2,rbf,"{'C': 10000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'rbf'}",-0.6177096834588405,-0.3122174458103828,-1.6894974210824638,-0.8731415167838957,0.5905698370659844,15
9.102703968683878,2.178350832096475,0.46729334195454914,0.05057922878949638,10000.0,0.1,2,poly,"{'C': 10000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'poly'}",-0.6026583759909673,-0.31333964590506547,-1.730578322893701,-0.8821921149299112,0.6114167701832708,22
4406.229117949803,1624.068875264335,1.0266841252644856,0.12033424642359543,10000.0,0.1,3,linear,"{'C': 10000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'linear'}",-190.133304041402,-172.89905665604644,-141.36614446339496,-168.13283505361446,20.192351928379843,43
8.462626775105795,0.8071000195188784,0.9777500629425049,0.07749001005141201,10000.0,0.1,3,rbf,"{'C': 10000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'rbf'}",-0.6177096834588405,-0.3122174458103828,-1.6894974210824638,-0.8731415167838957,0.5905698370659844,15
10.588194847106934,1.0284826665912312,0.4725603262583415,0.02093318438684239,10000.0,0.1,3,poly,"{'C': 10000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'poly'}",-0.6037078255951854,-0.30498124706551677,-1.6823694229214845,-0.8636861651940623,0.5916029634489668,4
3404.1835704644523,121.76895419030828,1.3735888799031575,0.30219910696151825,15000.0,0.01,2,linear,"{'C': 15000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'linear'}",-329.8992425859086,-379.1052437951498,-429.2200817279373,-379.40818936966525,40.548128637336845,49
11.772452036539713,2.101105162512373,1.3653884728749592,0.4527630143378979,15000.0,0.01,2,rbf,"{'C': 15000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'rbf'}",-0.6240120772267621,-0.30670198283471733,-1.6630720046265384,-0.8645953548960059,0.5792783695394604,5
11.539376974105835,0.9772035249458971,0.450930118560791,0.11782523966674792,15000.0,0.01,2,poly,"{'C': 15000.0, 'coef0': 0.01, 'degree': 2, 'kernel': 'poly'}",-0.600596347414143,-0.3106042740817241,-1.714120398316273,-0.8751070066040466,0.6049691200126107,21
3485.5086097717285,132.61174706956274,1.1601801713307698,0.11165528439270289,15000.0,0.01,3,linear,"{'C': 15000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'linear'}",-329.8992425859086,-379.1052437951498,-429.2200817279373,-379.40818936966525,40.548128637336845,49
10.910298983256022,0.7101445836291765,1.35126527150472,0.4094154199345381,15000.0,0.01,3,rbf,"{'C': 15000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'rbf'}",-0.6240120772267621,-0.30670198283471733,-1.6630720046265384,-0.8645953548960059,0.5792783695394604,5
13.089884996414185,0.9201623937733411,0.5257353782653809,0.05544684392637308,15000.0,0.01,3,poly,"{'C': 15000.0, 'coef0': 0.01, 'degree': 3, 'kernel': 'poly'}",-0.5989761967071143,-0.3030165092646792,-1.6791812207607486,-0.8603913089108474,0.5914449672669655,3
3445.3391420046487,101.88210549338773,1.1264443397521973,0.17753364486739578,15000.0,0.05,2,linear,"{'C': 15000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'linear'}",-329.8992425859086,-379.1052437951498,-429.2200817279373,-379.40818936966525,40.548128637336845,49
11.556436141331991,1.455155103882724,1.4728635946909587,0.4867127383103754,15000.0,0.05,2,rbf,"{'C': 15000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'rbf'}",-0.6240120772267621,-0.30670198283471733,-1.6630720046265384,-0.8645953548960059,0.5792783695394604,5
10.935247977574667,1.7568500021590427,0.5127917925516764,0.05118023102652628,15000.0,0.05,2,poly,"{'C': 15000.0, 'coef0': 0.05, 'degree': 2, 'kernel': 'poly'}",-0.5999939466036773,-0.3079699781177459,-1.711411600078442,-0.8731251749332886,0.6046280385380469,14
3328.7600135008493,75.67793082732537,1.2436037063598633,0.2755951678639553,15000.0,0.05,3,linear,"{'C': 15000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'linear'}",-329.8992425859086,-379.1052437951498,-429.2200817279373,-379.40818936966525,40.548128637336845,49
10.944458166758219,1.0933421760908506,1.2245118618011475,0.10199537762878948,15000.0,0.05,3,rbf,"{'C': 15000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'rbf'}",-0.6240120772267621,-0.30670198283471733,-1.6630720046265384,-0.8645953548960059,0.5792783695394604,5
12.846988360087076,0.879166051266056,0.4905102252960205,0.0141740328221398,15000.0,0.05,3,poly,"{'C': 15000.0, 'coef0': 0.05, 'degree': 3, 'kernel': 'poly'}",-0.6003310700612531,-0.29900354362766923,-1.665977537487958,-0.8551040503922934,0.586422162270298,2
3273.471079746882,95.33868088909195,0.9808622996012369,0.10664987087741044,15000.0,0.1,2,linear,"{'C': 15000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'linear'}",-329.8992425859086,-379.1052437951498,-429.2200817279373,-379.40818936966525,40.548128637336845,49
10.440270185470581,0.7627582529416499,1.2291865348815918,0.4288744628123343,15000.0,0.1,2,rbf,"{'C': 15000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'rbf'}",-0.6240120772267621,-0.30670198283471733,-1.6630720046265384,-0.8645953548960059,0.5792783695394604,5
11.678996006647745,1.1544114241196661,0.41649452845255536,0.045002550812934465,15000.0,0.1,2,poly,"{'C': 15000.0, 'coef0': 0.1, 'degree': 2, 'kernel': 'poly'}",-0.5991106619963913,-0.3068109335843963,-1.7104896161468408,-0.8721370705758762,0.604696081133004,13
3198.958854754766,93.46498369230326,0.8999714056650797,0.16932661651941588,15000.0,0.1,3,linear,"{'C': 15000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'linear'}",-329.8992425859086,-379.1052437951498,-429.2200817279373,-379.40818936966525,40.548128637336845,49
12.050501743952433,0.5279451572701701,1.1679089864095051,0.1681615386236065,15000.0,0.1,3,rbf,"{'C': 15000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'rbf'}",-0.6240120772267621,-0.30670198283471733,-1.6630720046265384,-0.8645953548960059,0.5792783695394604,5
15.011267900466919,3.1751704150784867,0.48284562428792316,0.054119897209851345,15000.0,0.1,3,poly,"{'C': 15000.0, 'coef0': 0.1, 'degree': 3, 'kernel': 'poly'}",-0.6038704188467225,-0.298326070611284,-1.6620679798982536,-0.8547548231187534,0.5843259575594294,1
